sample	env	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	ENA-FIRST-PUBLIC (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE (run)	ENA-LAST-UPDATE	environment_(biome)	environment_(feature)	environment_(material)	Experiment	External_Id	geographic_location_(countryand/orsea;region)	geographic_location_(latitude)	geographic_location_(longitude)	human_gut_environmental_package	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Instrument	Investigation_type	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	project_name	ReleaseDate	Sample Name	Sample_Name	Sequencing_method	SRA Study	Submitter_Id
ERR527022	control	WGS	200	1393900400	PRJEB6337	SAMEA2581994	1003400623	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	fastq,sra	gs,s3,ena	ena,gs.US,s3.us-east-1	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492225	SAMEA2581994	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:14Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2581994	HV19_Run4	Illumina hiseq 2000	ERP005860	HV19_Run4
ERR527023	control	WGS	200	1728796600	PRJEB6337	SAMEA2581995	1293601914	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	sra,fastq	ena,s3,gs	gs.US,ena,s3.us-east-1	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492226	SAMEA2581995	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:14Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2581995	HV2_Run4	Illumina hiseq 2000	ERP005860	HV2_Run4
ERR527025	control	WGS	200	1746347600	PRJEB6337	SAMEA2581997	1312827424	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	fastq,sra	s3,gs,ena	ena,gs.US,s3.us-east-1	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492228	SAMEA2581997	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:17Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2581997	HV20_Run6	Illumina hiseq 2000	ERP005860	HV20_Run6
ERR527026	control	WGS	200	1795209400	PRJEB6337	SAMEA2581998	1197313433	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	sra,fastq	gs,ena,s3	gs.US,s3.us-east-1,ena	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492229	SAMEA2581998	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:16Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2581998	HV21_Run4	Illumina hiseq 2000	ERP005860	HV21_Run4
ERR527027	control	WGS	200	1967429200	PRJEB6337	SAMEA2581999	1448928196	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	fastq,sra	ena,gs,s3	ena,s3.us-east-1,gs.US	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492230	SAMEA2581999	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:17Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2581999	HV22_Run5	Illumina hiseq 2000	ERP005860	HV22_Run5
ERR527028	control	WGS	200	1951078600	PRJEB6337	SAMEA2582000	1285772857	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	fastq,sra	ena,s3,gs	gs.US,ena,s3.us-east-1	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492231	SAMEA2582000	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:17Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582000	HV23_Run4	Illumina hiseq 2000	ERP005860	HV23_Run4
ERR527029	control	WGS	200	1521553400	PRJEB6337	SAMEA2582001	953143732	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	fastq,sra	ena,s3,gs	gs.US,ena,s3.us-east-1	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492232	SAMEA2582001	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:14Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582001	HV24_Run4	Illumina hiseq 2000	ERP005860	HV24_Run4
ERR527030	control	WGS	200	2305264400	PRJEB6337	SAMEA2582002	1736698372	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	sra,fastq	gs,ena,s3	ena,gs.US,s3.us-east-1	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492233	SAMEA2582002	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:17Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582002	HV25_Run6	Illumina hiseq 2000	ERP005860	HV25_Run6
ERR527031	control	WGS	200	2767882600	PRJEB6337	SAMEA2582003	2052669193	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	fastq,sra	gs,s3,ena	gs.US,ena,s3.us-east-1	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492234	SAMEA2582003	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:13Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582003	HV26_Run6	Illumina hiseq 2000	ERP005860	HV26_Run6
ERR527032	control	WGS	200	2032271400	PRJEB6337	SAMEA2582004	1526125594	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	fastq,sra	s3,gs,ena	ena,s3.us-east-1,gs.US	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492235	SAMEA2582004	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:17Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582004	HV27_Run6	Illumina hiseq 2000	ERP005860	HV27_Run6
ERR527033	control	WGS	200	1876436200	PRJEB6337	SAMEA2582005	1455804719	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	sra,fastq	gs,s3,ena	ena,s3.us-east-1,gs.US	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492236	SAMEA2582005	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:17Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582005	HV28_Run6	Illumina hiseq 2000	ERP005860	HV28_Run6
ERR527034	control	WGS	200	2763277000	PRJEB6337	SAMEA2582006	2166463683	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	fastq,sra	s3,gs,ena	ena,gs.US,s3.us-east-1	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492237	SAMEA2582006	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:17Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582006	HV29_Run6	Illumina hiseq 2000	ERP005860	HV29_Run6
ERR527035	control	WGS	200	2472112600	PRJEB6337	SAMEA2582007	1532551000	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	sra,fastq	gs,s3,ena	gs.US,s3.us-east-1,ena	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492238	SAMEA2582007	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:15Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582007	HV3_Run4	Illumina hiseq 2000	ERP005860	HV3_Run4
ERR527036	control	WGS	200	2220400200	PRJEB6337	SAMEA2582008	1665710219	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	sra,fastq	ena,gs,s3	gs.US,s3.us-east-1,ena	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492239	SAMEA2582008	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:13Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582008	HV30_Run6	Illumina hiseq 2000	ERP005860	HV30_Run6
ERR527037	control	WGS	200	2697373400	PRJEB6337	SAMEA2582009	2060251303	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	sra,fastq	s3,gs,ena	ena,s3.us-east-1,gs.US	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492240	SAMEA2582009	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:15Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582009	HV31_Run6	Illumina hiseq 2000	ERP005860	HV31_Run6
ERR527039	control	WGS	200	1501625800	PRJEB6337	SAMEA2582011	1062582854	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	sra,fastq	ena,gs,s3	gs.US,ena,s3.us-east-1	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492242	SAMEA2582011	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:12Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582011	HV4_Run4	Illumina hiseq 2000	ERP005860	HV4_Run4
ERR527040	control	WGS	200	1637309600	PRJEB6337	SAMEA2582012	1073964935	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	sra,fastq	ena,s3,gs	ena,gs.US,s3.us-east-1	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492243	SAMEA2582012	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:16Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582012	HV5_Run4	Illumina hiseq 2000	ERP005860	HV5_Run4
ERR527041	control	WGS	200	2273135800	PRJEB6337	SAMEA2582013	1520419511	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	fastq,sra	ena,s3,gs	ena,s3.us-east-1,gs.US	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492244	SAMEA2582013	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:17Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582013	HV6_Run4	Illumina hiseq 2000	ERP005860	HV6_Run4
ERR527042	control	WGS	200	2344047600	PRJEB6337	SAMEA2582014	1554431565	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	sra,fastq	ena,gs,s3	s3.us-east-1,gs.US,ena	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492245	SAMEA2582014	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:16Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582014	HV7_Run4	Illumina hiseq 2000	ERP005860	HV7_Run4
ERR527044	control	WGS	200	1557269000	PRJEB6337	SAMEA2582016	1129675278	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	sra,fastq	s3,ena,gs	ena,s3.us-east-1,gs.US	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492247	SAMEA2582016	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:17Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582016	HV8_Run4	Illumina hiseq 2000	ERP005860	HV8_Run4
ERR527045	control	WGS	200	2920974600	PRJEB6337	SAMEA2582017	2133502205	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	fastq,sra	gs,ena,s3	ena,gs.US,s3.us-east-1	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492248	SAMEA2582017	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:17Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582017	HV9_Run1	Illumina hiseq 2000	ERP005860	HV9_Run1
ERR527140	case	WGS	200	3345454200	PRJEB6337	SAMEA2582018	2472554889	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	fastq,sra	gs,s3,ena	ena,gs.US,s3.us-east-1	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492343	SAMEA2582018	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:15Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582018	LD-1_Run1	Illumina hiseq 2000	ERP005860	LD-1_Run1
ERR527142	case	WGS	200	4634876200	PRJEB6337	SAMEA2582020	3400801649	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	sra,fastq	gs,s3,ena	gs.US,s3.us-east-1,ena	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492345	SAMEA2582020	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:14Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582020	LD-10_Run5	Illumina hiseq 2000	ERP005860	LD-10_Run5
ERR527143	case	WGS	200	21990475600	PRJEB6337	SAMEA2582021	15497315625	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	fastq,sra	gs,ena,s3	gs.US,s3.us-east-1,ena	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492346	SAMEA2582021	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:17Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582021	LD-11_Run4	Illumina hiseq 2000	ERP005860	LD-11_Run4
ERR527144	case	WGS	200	4424311000	PRJEB6337	SAMEA2582022	3354432253	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	sra,fastq	ena,s3,gs	ena,s3.us-east-1,gs.US	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492347	SAMEA2582022	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:17Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582022	LD-12_Run2	Illumina hiseq 2000	ERP005860	LD-12_Run2
ERR527146	case	WGS	200	4688688600	PRJEB6337	SAMEA2582024	3105258774	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	fastq,sra	gs,ena,s3	s3.us-east-1,gs.US,ena	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492349	SAMEA2582024	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:17Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582024	LD-13_Run5	Illumina hiseq 2000	ERP005860	LD-13_Run5
ERR527147	case	WGS	200	4686230200	PRJEB6337	SAMEA2582025	3488335935	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	fastq,sra	ena,gs,s3	s3.us-east-1,gs.US,ena	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492350	SAMEA2582025	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:17Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582025	LD-14_Run2	Illumina hiseq 2000	ERP005860	LD-14_Run2
ERR527148	case	WGS	200	6886697000	PRJEB6337	SAMEA2582026	5121926220	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	fastq,sra	ena,gs,s3	s3.us-east-1,gs.US,ena	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492351	SAMEA2582026	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:17Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582026	LD-15_Run2	Illumina hiseq 2000	ERP005860	LD-15_Run2
ERR527149	case	WGS	124	6342673904	PRJEB6337	SAMEA2582027	4680435731	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	sra,fastq	gs,ena,s3	gs.US,ena,s3.us-east-1	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492352	SAMEA2582027	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:15Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582027	LD-16_Run2	Illumina hiseq 2000	ERP005860	LD-16_Run2
ERR527150	case	WGS	200	9962311800	PRJEB6337	SAMEA2582028	7452114035	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	sra,fastq	ena,gs,s3	ena,s3.us-east-1,gs.US	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492353	SAMEA2582028	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:15Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582028	LD-17_Run2	Illumina hiseq 2000	ERP005860	LD-17_Run2
ERR527152	case	WGS	200	3836398200	PRJEB6337	SAMEA2582030	2639551476	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	sra,fastq	ena,gs,s3	ena,gs.US,s3.us-east-1	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492355	SAMEA2582030	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:14Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582030	LD-18_Run5	Illumina hiseq 2000	ERP005860	LD-18_Run5
ERR527153	case	WGS	200	3438497600	PRJEB6337	SAMEA2582031	2569402480	ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA	2011	public	fastq,sra	s3,ena,gs	gs.US,ena,s3.us-east-1	2014-06-13	2014-06-13	2018-11-16	2016-10-21	Human gut stool	Human gut stool	Human gut stool	ERX492356	SAMEA2582031	China	30	120	human-gut	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA	2014-06-13T17:04:20Z	2016-10-21T09:36:14Z	public	Illumina HiSeq 2000	metagenome	unspecified	PAIRED	size fractionation	METAGENOMIC	metagenome	ILLUMINA	MGWAS_LC	2014-06-14T00:00:00Z	SAMEA2582031	LD-19_Run2	Illumina hiseq 2000	ERP005860	LD-19_Run2
